PostId,PostTypeId,AcceptedAnswerId,CreationDate,AnswerCount,ParentId,Title,CommentCount,ViewCount,Score,LastActivityDate,FavoriteCount,OwnerUserId,ClosedDate
24,2,N/A,b'2017-05-16T19:40:38.183',N/A,5,N/A,b'0',N/A,b'8',b'2017-05-16T19:40:38.183',N/A,b'37',N/A
25,2,N/A,b'2017-05-16T19:50:20.683',N/A,14,N/A,b'1',N/A,b'4',b'2017-06-02T10:45:37.963',N/A,b'94',N/A
26,2,N/A,b'2017-05-16T19:51:29.843',N/A,19,N/A,b'4',N/A,b'8',b'2017-05-18T16:54:03.623',N/A,b'37',N/A
27,1,b'32',b'2017-05-16T20:00:43.050',b'3',N/A,b'Convert a BAM file from one reference to another?',b'0',b'1993',b'16',b'2017-08-08T11:02:02.630',b'1',b'110',N/A
28,2,N/A,b'2017-05-16T20:17:30.960',N/A,19,N/A,b'1',N/A,b'7',b'2017-05-16T20:17:30.960',N/A,b'44',N/A
29,1,N/A,b'2017-05-16T20:22:01.540',b'1',N/A,b'Pseudo-temporal ordering in heterogeneous populations',b'10',b'193',b'7',b'2017-06-05T17:42:37.170',b'1',b'94',N/A
32,2,N/A,b'2017-05-16T21:04:42.503',N/A,27,N/A,b'6',N/A,b'23',b'2017-05-16T21:46:53.327',N/A,b'77',N/A
35,2,N/A,b'2017-05-16T22:49:39.000',N/A,15,N/A,b'2',N/A,b'9',b'2017-05-16T22:49:39.000',N/A,b'149',N/A
36,1,b'42',b'2017-05-17T02:18:01.720',b'1',N/A,b'Compare alignment quality of multiple sequencing runs aligned against the same reference genome',b'0',b'185',b'13',b'2017-05-18T00:01:18.567',b'3',b'163',N/A
38,2,N/A,b'2017-05-17T02:29:23.840',N/A,21,N/A,b'1',N/A,b'11',b'2017-05-17T02:29:23.840',N/A,b'161',N/A
42,2,N/A,b'2017-05-17T03:10:02.837',N/A,36,N/A,b'2',N/A,b'6',b'2017-05-18T00:01:18.567',N/A,b'156',N/A
43,2,N/A,b'2017-05-17T03:20:00.923',N/A,1,N/A,b'2',N/A,b'8',b'2017-05-19T10:36:42.200',N/A,b'113',N/A
44,2,N/A,b'2017-05-17T03:45:52.300',N/A,12,N/A,b'0',N/A,b'1',b'2017-05-17T04:01:09.563',N/A,b'172',N/A
45,1,b'68',b'2017-05-17T04:38:52.420',b'7',N/A,b'Read length distribution from FASTA file',b'4',b'4543',b'23',b'2017-06-24T18:33:29.243',b'4',b'163',N/A
46,1,b'47',b'2017-05-17T04:46:54.870',b'2',N/A,b'What is the difference between a transcriptome and a genome?',b'4',b'8877',b'1',b'2017-06-21T10:24:47.297',b'1',b'173',b'2017-07-11T10:57:28.610'
47,2,N/A,b'2017-05-17T04:52:48.293',N/A,46,N/A,b'2',N/A,b'17',b'2017-05-18T00:01:35.137',N/A,b'23',N/A
49,2,N/A,b'2017-05-17T05:09:23.507',N/A,45,N/A,b'0',N/A,b'5',b'2017-05-17T05:09:23.507',N/A,b'150',N/A
50,2,N/A,b'2017-05-17T05:13:07.323',N/A,46,N/A,b'1',N/A,b'5',b'2017-05-17T05:13:07.323',N/A,b'174',N/A
51,1,b'59',b'2017-05-17T05:19:48.690',b'2',N/A,b'Alignment based vs reference-free (transcriptome analysis)?',b'2',b'1116',b'14',b'2017-05-18T00:01:14.437',b'3',b'174',N/A
52,1,b'54',b'2017-05-17T05:24:25.273',b'2',N/A,b'Normalization methods with RNA-Seq ERCC spike in?',b'1',b'2125',b'13',b'2017-08-01T22:16:10.137',b'1',b'174',N/A
54,2,N/A,b'2017-05-17T05:43:40.693',N/A,52,N/A,b'0',N/A,b'9',b'2017-07-28T02:29:08.227',N/A,b'163',N/A
55,2,N/A,b'2017-05-17T06:29:37.357',N/A,51,N/A,b'1',N/A,b'7',b'2017-05-17T08:11:35.430',N/A,b'179',N/A
56,2,N/A,b'2017-05-17T06:38:49.653',N/A,45,N/A,b'1',N/A,b'1',b'2017-05-17T06:38:49.653',N/A,b'179',N/A
57,1,b'80',b'2017-05-17T07:03:57.863',b'1',N/A,b'Linear models of complex diseases',b'16',b'209',b'10',b'2017-05-19T11:58:27.690',b'2',b'48',N/A
58,2,N/A,b'2017-05-17T07:32:20.717',N/A,45,N/A,b'0',N/A,b'6',b'2017-05-17T18:09:52.143',N/A,b'40',N/A
59,2,N/A,b'2017-05-17T07:58:46.987',N/A,51,N/A,b'0',N/A,b'11',b'2017-05-18T00:01:14.437',N/A,b'182',N/A
62,1,b'63',b'2017-05-17T09:15:38.363',b'1',N/A,b'How to run HYPHY on multiple files non-interactively?',b'5',b'612',b'7',b'2018-07-19T11:48:05.030',b'2',b'191',N/A
63,2,N/A,b'2017-05-17T09:15:38.363',N/A,62,N/A,b'5',N/A,b'5',b'2017-05-18T17:39:37.100',N/A,b'191',N/A
64,2,N/A,b'2017-05-17T09:34:08.350',N/A,21,N/A,b'0',N/A,b'23',b'2017-05-17T10:16:19.113',N/A,b'203',N/A
65,2,N/A,b'2017-05-17T10:18:12.290',N/A,19,N/A,b'9',N/A,b'5',b'2017-07-26T16:10:55.117',N/A,b'29',N/A
66,1,b'69',b'2017-05-17T10:28:32.203',b'4',N/A,b'How to compute RPKM in R?',b'1',b'4735',b'16',b'2018-07-26T14:43:27.470',b'5',b'191',N/A
67,2,N/A,b'2017-05-17T10:28:32.203',N/A,66,N/A,b'4',N/A,b'9',b'2018-07-26T14:43:27.470',N/A,b'191',N/A
68,2,N/A,b'2017-05-17T10:43:50.363',N/A,45,N/A,b'1',N/A,b'16',b'2017-05-17T10:43:50.363',N/A,b'215',N/A
69,2,N/A,b'2017-05-17T10:46:41.653',N/A,66,N/A,b'2',N/A,b'31',b'2017-07-26T16:13:26.200',N/A,b'29',N/A
70,1,b'77',b'2017-05-17T11:51:45.250',b'1',N/A,b'How to calculate overlapping genes between two genome annotation versions',b'2',b'229',b'12',b'2017-05-17T14:56:36.030',b'2',b'196',N/A
73,1,b'76',b'2017-05-17T13:02:17.453',b'2',N/A,b'Single-sample vs. joint genotyping',b'0',b'1823',b'19',b'2017-05-17T14:08:21.663',b'5',b'133',N/A
74,2,N/A,b'2017-05-17T13:13:18.863',N/A,73,N/A,b'1',N/A,b'2',b'2017-05-17T13:13:18.863',N/A,b'77',N/A
75,2,N/A,b'2017-05-17T13:34:35.107',N/A,21,N/A,b'1',N/A,b'6',b'2017-05-17T13:34:35.107',N/A,b'235',N/A
76,2,N/A,b'2017-05-17T14:08:21.663',N/A,73,N/A,b'6',N/A,b'10',b'2017-05-17T14:08:21.663',N/A,b'37',N/A
77,2,N/A,b'2017-05-17T14:56:36.030',N/A,70,N/A,b'0',N/A,b'6',b'2017-05-17T14:56:36.030',N/A,b'243',N/A
78,2,N/A,b'2017-05-17T15:16:10.923',N/A,66,N/A,b'2',N/A,b'0',b'2017-05-17T15:16:10.923',N/A,b'35',N/A
79,2,N/A,b'2017-05-17T15:33:34.013',N/A,66,N/A,b'0',N/A,b'1',b'2017-05-17T15:33:34.013',N/A,b'206',N/A
80,2,N/A,b'2017-05-17T15:55:59.503',N/A,57,N/A,b'3',N/A,b'4',b'2017-05-19T11:58:27.690',N/A,b'191',N/A
81,1,b'82',b'2017-05-17T16:26:16.783',b'9',N/A,"b'How to simulate NGS reads, controlling sequence coverage?'",b'4',b'1789',b'14',b'2017-07-05T08:32:11.957',b'2',b'174',N/A
82,2,N/A,b'2017-05-17T16:36:36.997',N/A,81,N/A,b'5',N/A,b'2',b'2017-05-30T06:23:51.133',N/A,b'31',N/A
83,1,N/A,b'2017-05-17T16:52:03.917',b'4',N/A,b'How to correlate two zero inflated bedgraph-like signals?',b'0',b'191',b'8',b'2017-07-26T16:30:47.080',b'3',b'235',N/A
84,2,N/A,b'2017-05-17T17:33:19.747',N/A,45,N/A,b'0',N/A,b'12',b'2017-05-17T17:33:19.747',N/A,b'73',N/A
85,2,N/A,b'2017-05-17T17:55:24.600',N/A,81,N/A,b'3',N/A,b'2',b'2017-05-17T17:55:24.600',N/A,b'59',N/A
86,2,N/A,b'2017-05-17T18:04:16.737',N/A,83,N/A,b'2',N/A,b'4',b'2017-05-17T18:04:16.737',N/A,b'77',N/A
87,2,N/A,b'2017-05-17T18:08:38.830',N/A,83,N/A,b'5',N/A,b'3',b'2017-07-26T16:30:47.080',N/A,b'161',N/A
88,2,N/A,b'2017-05-17T18:56:13.670',N/A,27,N/A,b'2',N/A,b'3',b'2017-05-17T18:56:13.670',N/A,b'74',N/A
89,1,N/A,b'2017-05-17T19:20:51.663',b'3',N/A,b'How does one construct a cladogram of intraspecies relationships?',b'1',b'123',b'8',b'2020-04-15T06:31:16.770',b'1',b'83',N/A
90,2,N/A,b'2017-05-17T20:18:09.070',N/A,83,N/A,b'4',N/A,b'3',b'2017-05-17T20:18:09.070',N/A,b'177',N/A
91,1,b'133',b'2017-05-18T00:14:58.347',b'7',N/A,b'How to convert FASTA to BED',b'5',b'6179',b'17',b'2017-06-08T07:04:56.403',b'2',b'174',N/A
92,1,b'93',b'2017-05-18T00:28:24.290',b'2',N/A,b'Confirm success or failure of RNA-Seq normalization',b'0',b'329',b'17',b'2019-09-11T15:53:23.030',b'3',b'163',N/A
93,2,N/A,b'2017-05-18T00:49:44.233',N/A,92,N/A,b'1',N/A,b'17',b'2017-05-18T00:55:59.730',N/A,b'174',N/A
94,2,N/A,b'2017-05-18T01:01:14.320',N/A,91,N/A,b'0',N/A,b'6',b'2017-05-18T01:07:42.050',N/A,b'150',N/A
95,2,N/A,b'2017-05-18T01:04:48.900',N/A,91,N/A,b'0',N/A,b'0',b'2017-05-18T01:04:48.900',N/A,b'73',N/A
96,2,N/A,b'2017-05-18T01:08:32.233',N/A,91,N/A,b'10',N/A,b'4',b'2017-05-18T13:55:20.790',N/A,b'163',N/A
97,1,b'172',b'2017-05-18T03:11:37.330',b'5',N/A,b'Improve a reference genome with sequencing data',b'5',b'293',b'11',b'2017-11-10T16:48:43.307',N/A,b'163',N/A
98,1,b'99',b'2017-05-18T03:14:29.460',b'3',N/A,b'How to quickly determine mutations in a read of a sam file?',b'1',b'1680',b'7',b'2017-05-21T17:47:47.147',N/A,b'274',N/A
99,2,N/A,b'2017-05-18T03:24:19.127',N/A,98,N/A,b'0',N/A,b'8',b'2017-05-18T03:33:12.387',N/A,b'163',N/A
100,2,N/A,b'2017-05-18T04:30:57.133',N/A,89,N/A,b'0',N/A,b'4',b'2017-05-18T04:30:57.133',N/A,b'280',N/A
101,2,N/A,b'2017-05-18T05:29:39.427',N/A,97,N/A,b'0',N/A,b'3',b'2017-05-18T13:58:52.057',N/A,b'282',N/A
102,2,N/A,b'2017-05-18T05:38:32.473',N/A,97,N/A,b'0',N/A,b'3',b'2017-05-18T05:38:32.473',N/A,b'223',N/A
103,1,b'104',b'2017-05-18T07:17:15.830',b'2',N/A,b'Bootstrap analysis - why it is called bootstrap?',b'2',b'1530',b'3',b'2017-05-18T19:59:53.980',b'1',b'286',b'2017-05-19T01:54:22.530'
104,2,N/A,b'2017-05-18T07:30:52.260',N/A,103,N/A,b'4',N/A,b'9',b'2017-05-18T19:59:53.980',N/A,b'77',N/A
105,2,N/A,b'2017-05-18T07:43:12.813',N/A,103,N/A,b'0',N/A,b'7',b'2017-05-18T07:43:12.813',N/A,b'204',N/A
106,2,N/A,b'2017-05-18T08:04:25.233',N/A,91,N/A,b'0',N/A,b'4',b'2017-05-18T08:56:58.783',N/A,b'104',N/A
107,1,N/A,b'2017-05-18T08:05:10.337',b'1',N/A,b'Large-scale gRNA design for a CRISPR screen',b'1',b'131',b'10',b'2017-05-27T16:05:14.763',b'1',b'182',N/A
108,2,N/A,b'2017-05-18T08:40:08.150',N/A,91,N/A,b'0',N/A,b'10',b'2017-05-18T09:06:45.380',N/A,b'215',N/A
109,2,N/A,b'2017-05-18T08:57:06.240',N/A,81,N/A,b'1',N/A,b'4',b'2017-05-18T08:57:06.240',N/A,b'235',N/A
110,1,b'121',b'2017-05-18T09:11:09.517',b'2',N/A,b'Understanding the significance of BLAT score calculations for read fragment alignment',b'8',b'367',b'7',b'2017-12-29T01:04:21.610',N/A,b'215',N/A
111,2,N/A,b'2017-05-18T09:23:17.877',N/A,45,N/A,b'1',N/A,b'4',b'2017-05-18T09:23:17.877',N/A,b'292',N/A
112,1,N/A,b'2017-05-18T09:27:51.110',b'7',N/A,b'How to version the code and the data during the analysis?',b'8',b'702',b'25',b'2018-03-27T07:43:04.027',b'3',b'191',N/A
113,2,N/A,b'2017-05-18T09:51:51.780',N/A,112,N/A,b'1',N/A,b'9',b'2017-05-18T09:51:51.780',N/A,b'215',N/A
114,2,N/A,b'2017-05-18T10:05:47.703',N/A,110,N/A,b'5',N/A,b'1',b'2017-05-18T10:05:47.703',N/A,b'196',N/A
115,2,N/A,b'2017-05-18T11:07:13.690',N/A,97,N/A,b'0',N/A,b'4',b'2017-05-18T11:07:13.690',N/A,b'156',N/A
116,2,N/A,b'2017-05-18T11:33:23.620',N/A,91,N/A,b'0',N/A,b'13',b'2017-05-18T11:33:23.620',N/A,b'292',N/A
117,2,N/A,b'2017-05-18T12:46:12.660',N/A,112,N/A,b'0',N/A,b'5',b'2017-05-18T12:46:12.660',N/A,b'179',N/A
118,1,b'129',b'2017-05-18T12:52:23.073',b'3',N/A,b'probeset to probeset mappings between Affymetrix arrays',b'7',b'443',b'9',b'2017-06-07T13:11:07.443',b'1',b'23',N/A
119,2,N/A,b'2017-05-18T13:44:31.117',N/A,112,N/A,b'3',N/A,b'3',b'2017-05-18T13:44:31.117',N/A,b'47',N/A
120,1,b'144',b'2017-05-18T14:28:47.653',b'2',N/A,b'How can I call structural variants (SVs) from pair-end short read resequencing data?',b'2',b'359',b'15',b'2017-06-04T14:08:11.640',b'1',b'57',N/A
121,2,N/A,b'2017-05-18T15:44:11.847',N/A,110,N/A,b'0',N/A,b'2',b'2017-05-18T15:50:52.953',N/A,b'215',N/A
122,2,N/A,b'2017-05-18T16:23:09.657',N/A,98,N/A,b'0',N/A,b'4',b'2017-05-18T16:23:09.657',N/A,b'73',N/A
123,2,N/A,b'2017-05-18T16:57:57.520',N/A,112,N/A,b'3',N/A,b'14',b'2017-05-18T16:57:57.520',N/A,b'69',N/A
124,2,N/A,b'2017-05-18T17:32:11.053',N/A,81,N/A,b'3',N/A,b'4',b'2017-05-30T15:24:35.630',N/A,b'57',N/A
125,1,b'127',b'2017-05-18T18:52:27.690',b'3',N/A,b'What is the best way to account for GC-content shift while constructing nucleotide-based phylogenetic tree?',b'2',b'137',b'12',b'2019-08-20T20:20:12.453',N/A,b'191',N/A
127,2,N/A,b'2017-05-18T22:38:52.100',N/A,125,N/A,b'0',N/A,b'5',b'2017-05-19T09:24:00.620',N/A,b'45',N/A
129,2,N/A,b'2017-05-19T01:18:14.417',N/A,118,N/A,b'0',N/A,b'9',b'2017-05-19T01:39:33.997',N/A,b'150',N/A
130,2,N/A,b'2017-05-19T01:53:56.150',N/A,118,N/A,b'0',N/A,b'7',b'2017-05-19T01:53:56.150',N/A,b'51',N/A
131,2,N/A,b'2017-05-19T01:57:32.150',N/A,118,N/A,b'0',N/A,b'2',b'2017-05-19T02:16:24.147',N/A,b'51',N/A
133,2,N/A,b'2017-05-19T05:14:21.100',N/A,91,N/A,b'1',N/A,b'3',b'2017-05-19T05:14:21.100',N/A,b'174',N/A
134,1,b'155',b'2017-05-19T05:49:46.937',b'1',N/A,b'How to filter out cross alignments from a BED file?',b'0',b'397',b'6',b'2020-01-11T08:35:34.760',N/A,b'174',N/A
135,1,b'137',b'2017-05-19T05:50:24.497',b'2',N/A,b'Merge hundreds of small BAM files into a single BAM file',b'0',b'4747',b'14',b'2018-11-16T03:25:49.653',b'5',b'163',N/A
137,2,N/A,b'2017-05-19T07:06:35.520',N/A,135,N/A,b'3',N/A,b'13',b'2017-05-19T07:06:35.520',N/A,b'77',N/A
140,2,N/A,b'2017-05-19T07:18:49.330',N/A,135,N/A,b'2',N/A,b'8',b'2017-05-19T07:18:49.330',N/A,b'134',N/A
141,2,N/A,b'2017-05-19T09:18:45.637',N/A,125,N/A,b'0',N/A,b'3',b'2017-05-19T09:18:45.637',N/A,b'292',N/A
142,2,N/A,b'2017-05-19T09:33:58.507',N/A,112,N/A,b'2',N/A,b'4',b'2017-05-19T09:33:58.507',N/A,b'235',N/A
143,1,N/A,b'2017-05-19T10:09:11.327',b'2',N/A,b'How can I use annotations to remove variants not relevant to cancer risk?',b'0',b'107',b'4',b'2018-03-07T10:47:55.103',N/A,b'328',N/A
144,2,N/A,b'2017-05-19T10:18:40.500',N/A,120,N/A,b'3',N/A,b'6',b'2017-05-22T03:36:59.117',N/A,b'156',N/A
145,2,N/A,b'2017-05-19T10:24:51.223',N/A,143,N/A,b'0',N/A,b'5',b'2017-05-19T10:24:51.223',N/A,b'222',N/A
146,1,N/A,b'2017-05-19T10:32:45.047',b'3',N/A,"b'How to make a distinction between the ""classical"" de Bruijn graph and the one described in NGS papers?'",b'4',b'336',b'14',b'2019-01-15T14:50:16.330',b'3',b'45',N/A
147,2,N/A,b'2017-05-19T11:07:00.467',N/A,146,N/A,b'2',N/A,b'4',b'2017-05-19T11:07:00.467',N/A,b'196',N/A
149,1,b'166',b'2017-05-19T12:32:54.203',b'2',N/A,b'Are fgsea and Broad Institute GSEA equivalent?',b'0',b'1528',b'12',b'2017-05-22T09:32:02.147',b'3',b'48',N/A
150,1,N/A,b'2017-05-19T13:57:30.553',b'2',N/A,b'Parallel processing of scripts that use obitools',b'7',b'309',b'6',b'2017-06-09T08:05:55.257',N/A,b'200',N/A
151,2,N/A,b'2017-05-19T14:03:08.770',N/A,150,N/A,b'0',N/A,b'3',b'2017-05-19T14:03:08.770',N/A,b'77',N/A
152,2,N/A,b'2017-05-19T14:14:34.317',N/A,146,N/A,b'0',N/A,b'3',b'2017-05-19T14:14:34.317',N/A,b'37',N/A
153,1,b'192',b'2017-05-19T14:40:13.787',b'2',N/A,"b'Understanding DESeq2 design, contrast and results'",b'1',b'4491',b'16',b'2017-06-02T16:04:30.200',b'6',b'292',N/A
154,2,N/A,b'2017-05-19T14:51:01.017',N/A,153,N/A,b'4',N/A,b'13',b'2017-05-19T14:51:01.017',N/A,b'77',N/A
155,2,N/A,b'2017-05-19T17:44:29.193',N/A,134,N/A,b'1',N/A,b'6',b'2017-05-21T23:21:14.657',N/A,b'298',N/A
156,1,b'158',b'2017-05-19T18:34:20.767',b'2',N/A,b'Why do some assemblers require an odd-length kmer for the construction of de Bruijn graphs?',b'0',b'1381',b'31',b'2020-04-24T12:03:22.037',b'3',b'57',N/A
157,1,b'160',b'2017-05-19T18:50:05.307',b'1',N/A,b'Are soft-clipped bases used for variant calling in samtools + bcftools?',b'0',b'795',b'12',b'2017-05-19T20:15:11.303',b'1',b'272',N/A
158,2,N/A,b'2017-05-19T18:52:34.737',N/A,156,N/A,b'1',N/A,b'27',b'2019-02-28T13:13:44.453',N/A,b'57',N/A
159,1,b'163',b'2017-05-19T18:59:48.617',b'2',N/A,"b'Phyre2 vs ITasser, completely different models generated'",b'1',b'448',b'8',b'2019-04-04T08:13:28.417',b'1',b'65',N/A
160,2,N/A,b'2017-05-19T19:19:13.093',N/A,157,N/A,b'0',N/A,b'12',b'2017-05-19T20:15:11.303',N/A,b'77',N/A
161,1,b'167',b'2017-05-20T00:21:08.950',b'1',N/A,"b""How are MACS2's narrow peak and broad peak algorithms different?""",b'1',b'2438',b'8',b'2017-05-24T10:01:42.090',N/A,b'235',N/A
163,2,N/A,b'2017-05-20T04:11:29.220',N/A,159,N/A,b'1',N/A,b'5',b'2017-05-24T18:17:03.157',N/A,b'138',N/A
164,2,N/A,b'2017-05-20T08:33:58.813',N/A,120,N/A,b'2',N/A,b'3',b'2017-05-20T08:33:58.813',N/A,b'349',N/A
165,1,N/A,b'2017-05-20T11:31:59.123',b'1',N/A,b'How to retrieve logical expressions (KO based) for reactions from KEGG?',b'2',b'189',b'9',b'2019-05-26T07:07:10.983',N/A,b'351',N/A
166,2,N/A,b'2017-05-20T20:24:45.047',N/A,149,N/A,b'2',N/A,b'7',b'2017-05-21T19:52:04.773',N/A,b'35',N/A
167,2,N/A,b'2017-05-20T21:38:54.743',N/A,161,N/A,b'2',N/A,b'10',b'2017-05-24T10:01:42.090',N/A,b'13',N/A
168,1,b'175',b'2017-05-20T21:49:51.210',b'3',N/A,"b'Given a VCF of a human genome, how do I assess the quality against known SNVs?'",b'0',b'300',b'12',b'2019-01-15T14:30:07.880',b'1',b'146',N/A
169,2,N/A,b'2017-05-21T01:12:08.377',N/A,168,N/A,b'2',N/A,b'5',b'2017-05-21T11:13:48.910',N/A,b'57',N/A
170,2,N/A,b'2017-05-21T05:18:15.573',N/A,168,N/A,b'1',N/A,b'4',b'2017-05-21T05:18:15.573',N/A,b'280',N/A
171,2,N/A,b'2017-05-21T07:27:58.337',N/A,112,N/A,b'0',N/A,b'6',b'2017-05-21T07:27:58.337',N/A,b'96',N/A
172,2,N/A,b'2017-05-21T07:43:43.940',N/A,97,N/A,b'1',N/A,b'4',b'2017-05-21T21:36:50.493',N/A,b'96',N/A
173,2,N/A,b'2017-05-21T10:41:33.910',N/A,149,N/A,b'0',N/A,b'4',b'2017-05-21T10:41:33.910',N/A,b'48',N/A
174,1,N/A,b'2017-05-21T11:49:58.693',b'2',N/A,b'How to deal with heterozygosity during polishing of genome assembly based on long reads?',b'0',b'558',b'16',b'2017-05-23T14:18:02.627',b'1',b'57',N/A
175,2,N/A,b'2017-05-21T14:48:39.303',N/A,168,N/A,b'2',N/A,b'7',b'2017-05-21T14:48:39.303',N/A,b'84',N/A
176,2,N/A,b'2017-05-21T17:47:47.147',N/A,98,N/A,b'1',N/A,b'7',b'2017-05-21T17:47:47.147',N/A,b'339',N/A
177,2,N/A,b'2017-05-22T03:36:11.637',N/A,174,N/A,b'1',N/A,b'4',b'2017-05-22T03:36:11.637',N/A,b'156',N/A
190,2,N/A,b'2017-05-22T08:12:38.290',N/A,174,N/A,b'4',N/A,b'3',b'2017-05-23T14:18:02.627',N/A,b'73',N/A
191,1,N/A,b'2017-05-22T10:47:44.397',b'1',N/A,b'Expected allele frequency distribution of SNVs in real NGS data',b'0',b'130',b'9',b'2017-06-04T01:17:18.017',N/A,b'349',N/A
192,2,N/A,b'2017-05-22T12:05:18.343',N/A,153,N/A,b'0',N/A,b'8',b'2017-05-22T12:05:18.343',N/A,b'292',N/A
193,1,b'201',b'2017-05-22T14:51:27.550',b'2',N/A,b'How can I extract normalized read count values from DESeq2 results?',b'0',b'2499',b'13',b'2017-05-24T10:17:43.520',b'2',b'292',N/A
194,1,N/A,b'2017-05-22T15:02:28.473',b'1',N/A,b'How to select a power for a scale-free topology network',b'0',b'1481',b'6',b'2017-06-08T15:27:39.173',N/A,b'48',N/A
195,1,b'220',b'2017-05-22T16:14:17.213',b'1',N/A,"b'The state, limitations and comparisons of large variant stores'",b'5',b'375',b'16',b'2019-01-15T14:29:49.963',b'2',b'377',N/A
196,1,b'217',b'2017-05-22T16:32:40.663',b'3',N/A,b'Designing a lab NGS file database schema',b'3',b'361',b'14',b'2017-06-02T12:27:05.573',b'4',b'243',N/A
197,2,N/A,b'2017-05-22T17:01:00.507',N/A,196,N/A,b'0',N/A,b'9',b'2017-05-22T18:08:04.757',N/A,b'47',N/A
199,2,N/A,b'2017-05-22T18:04:31.807',N/A,196,N/A,b'0',N/A,b'5',b'2017-05-22T18:04:31.807',N/A,b'96',N/A
200,2,N/A,b'2017-05-22T18:11:10.693',N/A,1,N/A,b'0',N/A,b'3',b'2017-05-22T18:11:10.693',N/A,b'96',N/A
201,2,N/A,b'2017-05-22T18:17:38.167',N/A,193,N/A,b'4',N/A,b'11',b'2017-05-22T18:17:38.167',N/A,b'77',N/A
202,1,b'273',b'2017-05-22T18:19:53.483',b'4',N/A,b'Tools for simulating Oxford Nanopore reads',b'2',b'561',b'19',b'2019-11-17T00:06:26.630',b'5',b'96',N/A
215,2,N/A,b'2017-05-22T19:07:50.327',N/A,92,N/A,b'0',N/A,b'8',b'2017-05-22T19:07:50.327',N/A,b'96',N/A
216,2,N/A,b'2017-05-22T19:13:49.987',N/A,81,N/A,b'1',N/A,b'4',b'2017-05-22T19:13:49.987',N/A,b'96',N/A
